,product_name,product_category,price,product_images,product_description,product_benefits,product_details,productdata_content,other_colors
343,Nike Pegasus Turbo Next Nature,Men's Road Running Shoes,SAR 975.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7b2ff960/nk/547/9/f/5/7/b/5479f57b_6a66_4df2_82a7_284775aea71c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw757f94da/nk/97e/4/c/c/a/a/97e4ccaa_c0f7_4c56_b995_55827d42452f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd36167a1/nk/9ec/d/0/a/e/2/9ecd0ae2_93f2_46c2_b4b5_c0623ad003d7.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc855560d/nk/424/0/1/0/4/1/42401041_1bb2_43d6_827f_955fb4b91d4e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4151e193/nk/30c/8/3/5/8/8/30c83588_cfbf_49c5_8906_4f1d329f8334.png?sw=540&sh=540&sm=fit&q=80']","Log the hard miles with the Nike Pegasus Turbo Next Nature. These thoughtfully made stallions use Flyknit technology to bring you a stretchy, just-right feel up top. Lightweight and responsive ZoomX foam is designed to help you increase tempo without having to sacrifice comfort. Plus, a fresh colourway adds new energy to your route as you push towards your personal best. Your workhorse with wings is back. It's time to fly.","[""Nike ZoomX foam is responsive and lightweight, giving you bounce with every step. Shaped like a rocker, the foam provides support for the 3 phases of a runner's stride. It offers flexibility when your foot rises off the ground, a smooth ride when your foot is moving and provides cushioning at ground contact.""]","['Flyknit technology uses high-strength fibres to create a lightweight upper with targeted areas of support, stretch and breathability. It provides security and comfort.']",Waffle-inspired tread on the outsole provides durable traction.,[]
344,Nike Air Max Excee,Men's Shoe,SAR 700.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4d7b824f/nk/a5a/6/0/2/e/f/a5a602ef_b938_452c_850e_e9a1bf7107b6.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf6c330a0/nk/427/1/1/4/7/d/4271147d_24c1_4602_9e91_63776496150e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw776d3e6f/nk/ae0/a/f/6/4/0/ae0af640_ef6f_4d0f_8907_db525cee840f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw54f7dc41/nk/992/1/6/a/4/2/99216a42_e4f1_477e_b8dc_a09c688664fe.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw09c967ac/nk/17d/b/c/e/d/6/17dbced6_cf88_4ea8_8048_39fd0a15dc34.png?sw=540&sh=540&sm=fit&q=80']","Inspired by the Nike Air Max 90, the Nike Air Max Excee is a celebration of a classic through a new lens. Elongated lines and distorted proportions on the upper bring the '90s look you love into a new, modern space.","['Mesh, leather and suede upper with synthetic leather overlays', 'Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Black/Dark Grey/White', 'Style: CD4165-001']",['The Air-Sole unit is visible through 3 windows for an updated look.'],The foam midsole and outsole provide comfort without weighing you down.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf0a16e87/nk/638/9/d/a/3/f/6389da3f_02cc_4065_9379_91689d7b9584.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw593c07e2/nk/5a5/7/0/3/d/b/5a5703db_8b54_4fb5_8c77_f684e30bd638.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa17df25c/nk/515/b/7/6/a/d/515b76ad_3674_483b_8ee2_28a733128ea1.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw5a9eae0b/nk/6f9/5/0/4/9/3/6f950493_dc9d_4d3d_9cef_f7eee9b942e7.png?sw=520&sh=520&sm=fit']"
345,NikeCourt Air Zoom Vapor 9.5 Tour Premium,Men's Tennis Shoes,"SAR 1,200.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd78d61d7/nk/2cb/7/9/2/2/e/2cb7922e_f674_4cd2_a49f_6cc024ad9205.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw494c4197/nk/e70/c/d/f/9/0/e70cdf90_e449_4406_8ac1_dff5bc47f872.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw18acaa4f/nk/c01/a/f/6/8/f/c01af68f_6d70_453e_b105_a415f5c8d125.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwa1bb86f8/nk/59d/c/4/f/8/3/59dc4f83_56b9_4cb9_8413_f27960a6caeb.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb2557a50/nk/b8d/3/4/7/9/6/b8d34796_e617_46e4_88b6_f5adf6818cc4.png?sw=540&sh=540&sm=fit&q=80']","Etch your name into greatness with the Vapor 9.5 Tour. The scribble graphic adds a playful touch to your game, while the acrylic design details nod to the majestic murals found deep in the Southern California desert, the ones bestowed upon winners and legends alike each spring. It has a breathable mesh upper that moves with your foot, and a Zoom Air unit provides stability and a lightweight, responsive feel on the court.","['Moulded midfoot plate provides lateral support and stability.', 'Rubber outsole with an extra-durable rubber compound on the heel and forefoot gives you multi-surface traction and durability.', 'Deep flex grooves allow your foot to move naturally.']","['Colour Shown: Black/Blue Lightning/Phantom/White', 'Style: DV2958-001']","Every spring, surrounded by palm trees and sprawling desert landscape, champions both past and present are etched into tennis lore with a personalised mural that adorns their likeness. These acrylic masterpieces are proudly displayed throughout the tennis garden grounds surrounding the stadium. A puff-print screen brings the scrawled graphic and Swoosh logo to life. The Electric Blue base is a common backdrop for many more famous murals.",[]
346,Nike Air Max Plus SE,Men's Shoes,"SAR 1,150.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw26b41728/nk/5b6/f/6/7/5/3/5b6f6753_9083_4f6a_b002_a1285d73a69f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw45753075/nk/13b/0/c/b/8/4/13b0cb84_259f_4d37_aa0d_f842d5aaf8cd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwee83f9da/nk/7c7/c/2/8/1/e/7c7c281e_1762_4a8c_ac0a_1a23c0a6b075.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe9c32467/nk/54c/4/d/3/9/7/54c4d397_a204_44f2_a049_2718f31cb954.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw89f212ab/nk/970/8/d/c/6/8/9708dc68_7178_4a62_8dee_cc91144ab3b4.png?sw=540&sh=540&sm=fit&q=80']","Let your attitude have the edge with flame-like caging that adds heat to the streets, while airy mesh keeps you cool. The Air Max Plus gives you a tuned Nike Air experience that offers premium stability and unbelievable cushioning.","[""Bringing stress-free beach life to the city, the supportive midfoot arch draws inspiration from a whale's tail."", 'Design lines of the iconic plastic cage nod to palm trees and ocean waves.', 'Originally designed for performance running, Nike Air units provide lightweight cushioning that lasts.', 'Synthetic upper with lightweight mesh adds breathability and durability.', 'Rubber outsole gives you durable traction.']","['Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Black/Summit White/Black/Obsidian', 'Style: DV7665-001']","Revolutionary Air technology first made its way into Nike footwear in 1978. The Air Max 1 debuted with visible Air technology in its heel, allowing fans more than just the feel of Air cushioning—suddenly they could see it. Since then, next-generation Air Max shoes have become a hit with athletes and collectors by offering striking colour combinations and reliable, lightweight cushioning.",[]
347,Nike Dunk Low Retro,Men's Shoes,SAR 650.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9d8fa45c/nk/f96/2/6/7/b/3/f96267b3_2f0b_4771_98da_8da6daa56ce8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8416806c/nk/180/f/2/b/e/9/180f2be9_f678_4299_830c_a3755fee867e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe59389f7/nk/3bb/b/3/a/9/e/3bbb3a9e_cb62_4a0f_8ce8_c4a51fae8d6b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0c51355a/nk/c09/a/c/a/8/7/c09aca87_0d52_48b9_af5c_7d308ffdb623.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8c1141a9/nk/31b/f/4/a/0/2/31bf4a02_7fa1_4d2e_b3b1_d6231b814dfb.png?sw=540&sh=540&sm=fit&q=80']","Created for the hardwood but taken to the streets, the basketball icon returns with classic details and throwback hoops flair. Channelling '80s vibes, its padded, low-cut collar lets you take your game anywhere—in comfort.","['Leather in the upper ages to soft perfection.', 'Foam midsole offers lightweight, responsive cushioning.', 'Rubber outsole with classic hoops pivot circle adds durable traction and heritage style.', 'Low-cut, padded collar looks sleek and feels great.']","['Colour Shown: White/White/Pure Platinum', 'Style: DV0831-101']","From backboards to skateboards, the influence of the Nike Dunk is undeniable. Although introduced as a basketball shoe in 1985, its flat and grippy soles were perfect for a neglected sports community—skaters. Uncovering a subculture craving creativity as much as function, the Dunk released decades of countless colourways that continue to capture the soul of skaters from coast to coast.",[]
348,Nike Blazer Low '77 Jumbo SE,Men's Shoes,SAR 600.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3c9cf64a/nk/529/8/4/2/0/d/5298420d_8d99_4672_96c0_f487941880fd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw425adbc1/nk/599/7/7/0/3/9/59977039_9f4b_4347_945a_0be7cf202909.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc45b8c2c/nk/7af/7/7/a/0/8/7af77a08_c1ef_4e97_9c9e_d41b9554fcf3.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6a411173/nk/d98/5/1/e/e/2/d9851ee2_68b3_4929_8116_a5433069c225.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwc1eed460/nk/9f6/0/7/d/9/2/9f607d92_d145_46a9_9a56_7656e77e155f.png?sw=540&sh=540&sm=fit&q=80']","They say, ""Don't fix what works"". We say, ""Perfect it"". Jumbo-sized details revamp this streetwear superstar for fresh style. Harnessing the old-school look you love, the Nike Blazer Low '77 Jumbo SE features an oversized Swoosh logo, thick stitching and extra-wide laces. Its classic simplicity meets big and bold—no wonder it's been praised by the streets since '77.","['Capturing the essence of the classic Blazer, stitched leather overlays mix with soft suede accents to add heritage hoops style.', 'Jumbo laces are easier to tie and add a bold look to any outfit.', 'Extra-thick thread for the stitching adds a bold, defiant touch.', 'The raised herringbone pattern on the rubber outsole exaggerates the classic look while providing durable traction.']","['Colour Shown: Light Smoke Grey/Photon Dust/Anthracite/Sail', 'Style: FJ5467-077']","Originally introduced in 1972 as a basketball shoe, the Blazer has since transformed into a modern staple for skaters and sneakerheads alike. Maturing from a simple canvas high top to a leather mid top and casual low top, this shoe just gets better with age.",[]
349,Nike Revolution 6,Men's Running Shoes (Extra Wide),SAR 299.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwf0da491e/nk/fe7/1/d/3/3/9/fe71d339_c40b_4c22_a117_e5250e3c7b59.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6d6f6005/nk/8c0/a/b/2/f/7/8c0ab2f7_b56a_460a_a23f_06c8b8644c0b.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw64fea31d/nk/69d/b/3/d/b/7/69db3db7_ee03_476d_aec1_9dbb60d76cba.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw73d533ec/nk/d91/2/f/e/f/a/d912fefa_39b0_485f_901f_e9f833486d54.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw905bdaa5/nk/407/0/d/0/6/4/4070d064_35dc_4f82_9fbc_c28484638fba.png?sw=540&sh=540&sm=fit&q=80']","Comfort is the key to your running routine.Made from at least 20% recycled content by weight, this version features touchpoints at the heel and tongue for easy on and off.It has a softer ride than its predecessor with a foam that helps create a natural piston effect for even better flexibility.It has a simple, yet classic look with bold branding—making it ideal for running or casual wear.",['Plush mesh is placed at the forefoot and along the collar for a comfortable feel.Additional skins throughout add durability.'],"['A foam midsole delivers a softer ride than the Revolution 5.The outsole has a computer-generated design that creates a natural piston effect as you run, providing more cushioning and flexibility.They combine for durable traction.']",Touchpoints at the heel and tongue create a natural feel as you get the shoe on and off.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb5394045/nk/7af/1/f/1/1/c/7af1f11c_8d7b_4cdb_9b03_64b0c66f7f7d.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb132102d/nk/32e/9/0/9/0/0/32e90900_2918_4715_a6c8_c2b9eb82d172.png?sw=520&sh=520&sm=fit']"
350,Nike Metcon 8 FlyEase AMP,Men's Easy On/Off Training Shoes,SAR 549.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8c300b88/nk/a5f/8/0/5/6/b/a5f8056b_19fb_4633_8efd_a68a7b498d08.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3cb0e242/nk/1c1/6/0/6/d/d/1c1606dd_5246_404d_8c88_e379f4606ef2.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2194ef86/nk/a59/4/1/4/5/5/a5941455_b9df_4b87_987e_c3e434e570eb.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw9ca9756d/nk/10f/d/7/6/0/7/10fd7607_0071_4fe8_93a7_5698d2a1882d.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw259fd4c1/nk/2bf/c/6/c/3/0/2bfc6c30_6a9d_4c70_b59d_60da90082f15.png?sw=540&sh=540&sm=fit&q=80']",Turn your workout into a party in this special Nike Metcon 8 AMP. Pulsating purples and vibrating neon yellows are fit for pumping your fist to the beat between sets or using that electric pairing as inspiration to find 1 more rep. The upper is lighter and more breathable than our previous edition to complement our standards of durability and comfort so that you can float through your cardio and power through your lifts. This version has a collapsible heel that lets you step in without using your hands; then it snaps back up to secure your foot.,"['Lightweight mesh with textured overlays in high-wear areas helps keep your foot cool without sacrificing durability.', 'Tab locks down the laces with a hook-and-loop closure to help keep them out of the way.', 'Handstand clip at the heel helps minimise drag during wall exercises.', 'Grooves in the sole help your forefoot bend naturally.']","['Colour Shown: Court Purple/Barely Volt/Blackened Blue/Baltic Blue', 'Style: FD0457-500']","Made with FlyEase technology, the shoe's flexible heel collapses when you step in then snaps back into place for easy on and off.",[]
351,Nike Structure 24,Men's Road Running Shoes,SAR 800.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw3e727db4/nk/5d8/a/0/4/7/2/5d8a0472_88e2_42a9_ae1b_a7d22d0155d0.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwddab252c/nk/891/a/8/2/3/8/891a8238_2432_47fc_bfb6_1321c1fedbaf.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwd75207d2/nk/c57/5/d/a/8/d/c575da8d_4d50_4aaf_b57b_df8f0826a3da.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0b224550/nk/60d/7/f/c/6/3/60d7fc63_d40e_49ef_aef5_0a8edb32a80c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwb2b4e4eb/nk/2ed/9/0/5/7/0/2ed90570_9e02_443e_8eb4_21e517f933a1.png?sw=540&sh=540&sm=fit&q=80']","The Nike Structure 24 has you ready to hit the road. We tested hundreds of runners to design the crash pad under your heel that creates a cushioned, smooth transition from heel to toe. Those insights also created an airy upper with breathability right where you need it.","['Mesh is engineered for durability.', 'Laces can be cinched down for a secure feel.', 'A softer and more durable lining around the heel and ankle helps keep socks from bunching up when you run.', 'Comfy tongue helps pad the laces.', 'Moulded heel securely hugs your foot.']","[""Weight: 312g/11.0 oz (Men's size 10)"", 'Offset: 8mm (Forefoot: 19mm, Heel: 27mm)', 'Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Obsidian/Bright Crimson/White/Black', 'Style: DA8535-403']","A Zoom Air unit in the forefoot offers responsive cushioning. Every step helps create energy return to help drive you forwards. It's combined with a foam midsole for a firm, yet smooth and stable feeling as your foot hits the ground.",[]
352,Nike React Tiempo Legend 9 Pro IC,Indoor/Court Football Shoe,SAR 700.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe267bc75/nk/a85/5/a/0/8/7/a855a087_2df9_4429_885b_b8b3f3669bc6.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7896d06a/nk/9ea/a/5/8/4/6/9eaa5846_9609_45a6_8d0f_f71cc6915ae8.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6245f59e/nk/dd2/3/2/a/f/0/dd232af0_c156_43a7_839d_fd36ff79e720.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw003fa444/nk/6c8/e/3/4/5/b/6c8e345b_4b9b_4ba0_b037_91c93805267e.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw6d5794fe/nk/917/f/6/d/3/a/917f6d3a_9ad5_4fde_bb69_ede1941eaf32.png?sw=540&sh=540&sm=fit&q=80']","One of our lightest Tiempos to date, the Nike React Tiempo Legend 9 Pro IC lets you go on the offensive with a low-profile design that's reinvented for attackers.The upper has raised textures backed by soft foam pods for precise dribbling, passing and shooting, while responsive Nike React cushioning gives you an extra step on your opponent.","['For use on street, court and indoor surfaces', 'Non-marking outsole', 'Colour Shown: Rosewood/Glacier Blue/Pink Foam/White', 'Style: DA1183-614']","['Nike React foam feels incredibly bouncy.As your foot lands, the foam snaps back for a soft, yet springy feel.']",Premium leather in the upper backed by soft foam pods lets you place your shots with precision.,[]
353,LeBron NXXT Gen,Basketball Shoes,"SAR 1,050.00","['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwe078c282/nk/ef8/b/7/d/4/7/ef8b7d47_39be_42cb_847a_6233a0f475b0.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw7cdf81de/nk/f54/2/1/d/a/3/f5421da3_023c_414e_89fd_98834378151f.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw874b7be0/nk/427/6/8/f/8/0/42768f80_0ed0_4cfc_8c26_d3a92b59b7ba.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwbc5efe2f/nk/c64/7/6/b/f/9/c6476bf9_78f2_4c63_b1ea_81c59492c4fd.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw2fc56fb1/nk/d0d/9/5/c/5/d/d0d95c5d_da0a_48de_ae87_df4352957ed0.png?sw=540&sh=540&sm=fit&q=80']","Whether you're a dunk-competition-like leaper or a below-the-rim wonder roaming the baseline, feel faster, lower to the court and assured in the LeBron NXXT Gen. We specifically tailored it to meet the demands of today's fast-paced game so that you can stay ahead of the opposition with your speed and force in all directions.","['Different colours on the left and right shoe', 'Graphic sublimation on the insole', 'Colour Shown: White/Black/Metallic Silver', 'Style: DR8784-101']","[""The multi-directional traction pattern is a map of Akron—an ode to LeBron's roots and the city he continues to pour into.""]",The large forefoot Zoom Air unit is curved to bend in multiple directions. It provides energy return for fast and responsive cornering and offers a flexible court feel that moves naturally with your foot. A top-loaded Zoom Air unit in the heel adds cushioning.,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw4c393969/nk/9a4/8/e/0/c/c/9a48e0cc_5f95_49f7_979d_27516805dc71.png?sw=520&sh=520&sm=fit', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw67e094b4/nk/434/e/2/f/c/a/434e2fca_279d_4699_8364_1aa892b206ec.png?sw=520&sh=520&sm=fit']"
354,Nike Wildhorse 8,Men's Trail-Running Shoes,SAR 800.00,"['https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw93c9a2c8/nk/173/1/f/3/6/7/1731f367_e52b_476e_a2c6_eab07bb6055c.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw8aa7c878/nk/257/0/e/8/4/1/2570e841_6626_49a7_a44b_1dd5e965467a.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw1e32684d/nk/726/4/e/e/f/6/7264eef6_87e0_4ce4_aaf3_7054ceb849ab.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dwae4d9f77/nk/517/4/8/6/5/5/51748655_ecde_4670_a322_ffcbd46c28cf.png?sw=540&sh=540&sm=fit&q=80', 'https://www.nike.sa/dw/image/v2/BDVB_PRD/on/demandware.static/-/Sites-akeneo-master-catalog/default/dw0212a292/nk/cb6/b/8/7/f/5/cb6b87f5_2dac_4605_8bcb_0b89651a719e.png?sw=540&sh=540&sm=fit&q=80']","Hoof it from the bottom of the trail to the top, and handle winding paths, rolling hills, tricky hairpin turns and everything in between in the Nike Wildhorse 8. With an abundance of rugged traction, cushioned responsiveness and trusted containment to help keep you upright, it's made for tough trail runs, the ones with limitless miles and gnarly terrain that are too enticing to turn down.","['A rock plate in the forefoot helps cushion your foot on rough terrain.', 'Slim, cushioned collar provides soft comfort and a streamlined look.']","['Not intended for use as Personal Protective Equipment (PPE)', 'Colour Shown: Black/Cool Grey/White/Wolf Grey', 'Style: DR2686-001']","A combination of high-abrasion rubber and mitton rubber on the outsole provides enhanced grip on ascents and descents, so you can stay connected to the trail even in wet weather.",[]
